id,source,target,draft_prediction,refined_prediction
2185,"Fewer than 4% of patients have another outbreak of zoster, but many, particularly older patients, have persistent or recurrent pain for months or years (postherpetic neuralgia).","Ít hơn 4% bệnh nhân có một đợt phát ban còn lại, nhưng nhiều người, đặc biệt là người cao tuổi, có đau dai dẳng hoặc tái phát trong nhiều tháng hoặc nhiều năm (đau dây thần kinh sau Zona).","Ít hơn 4% bệnh nhân có một đợt tái phát của bệnh zona, nhưng nhiều bệnh nhân, đặc biệt là bệnh nhân cao tuổi, bị đau dai dẳng hoặc tái phát trong nhiều tháng hoặc nhiều năm (đau thần kinh sau zona).","Số ít hơn 4% bệnh nhân có một đợt tái phát bệnh zona, nhưng nhiều bệnh nhân, đặc biệt là bệnh nhân cao tuổi, bị đau dai dẳng hoặc tái phát trong nhiều tháng hoặc nhiều năm (đau thần kinh sau zona)."
2186,"In the most common forms, accumulated hormone precursors are shunted into androgen production, causing androgen excess; in rarer forms, synthesis of androgens is also inadequate.","Trong các dạng phổ biến nhất, tiền chất hormone tích luỹ được tách ra trong quá trình sản xuất androgen, gây ra sự dư thừa androgen; ở những dạng hiếm hơn, tổng hợp androgens cũng không đầy đủ.","Trong các dạng phổ biến nhất, các tiền chất hormone tích luỹ được chuyển hướng vào sản xuất androgen, gây ra sự dư thừa androgen; trong các dạng hiếm gặp hơn, tổng hợp androgen cũng không đủ.","Trong các dạng phổ biến nhất, các tiền chất hormone tích luỹ được chuyển hướng vào sản xuất androgen, gây ra sự dư thừa androgen; trong các dạng hiếm gặp hơn, tổng hợp androgen cũng không đủ."
2187,There have been several simultaneous quantitative studies of IRB and HCTZ in human plasma by LC-MS / MS until now.,"Hiện tại, chỉ có một vài công trình định lượng đồng thời IRB và HCTZ trong huyết tương người bằng kỹ thuật LC-MS / MS được công bố trên thế giới.",Đã có một số nghiên cứu định lượng đồng thời IRB và HCTZ trong huyết tương người bằng phương pháp LC-MS/MS.,Đã có một số nghiên cứu định lượng đồng thời IRB và HCTZ trong huyết tương người bằng phương pháp LC-MS/MS.
2188,"According to docking scores and interaction analsysis, the best compound is Raltegravir with a docking score of - 10.6 kcal. mol-1 for VarTMK.","Kết hợp phân tích tương tác giữa ligand và protein đích chọn ra được thuốc kháng virus Variola tiềm năng là Raltegravir (-10,6 kcal.mol-1).","Theo điểm docking và phân tích tương tác, hợp chất tốt nhất là Raltegravir với điểm docking là -10.6 kcal. mol-1 đối với VarTMK.","Theo điểm docking và phân tích tương tác, hợp chất tốt nhất là Raltegravir với điểm docking là -10.6 kcal. mol-1 đối với VarTMK."
2189,"In the US, uterine sarcoma is rare; 5058 cases of uterine sarcomas were estimated to occur in 2018.","Ở Mỹ, ước tính khoảng 5058 trường hợp ung thư cơ tử cung sẽ xảy ra trong năm 2018.","Tại Hoa Kỳ, sarcoma tử cung hiếm gặp; ước tính có 5058 trường hợp sarcoma tử cung xảy ra vào năm 2018.","Tại Hoa Kỳ, sarcoma tử cung hiếm gặp; ước tính có 5058 trường hợp sarcoma tử cung xảy ra vào năm 2018."
2190,These infections are potentially serious events leading to sequelae or death.,Các nhiễm trùng này tiềm năng gây di chứng nghiêm trọng và tử vong.,Những nhiễm trùng này là những biến cố nghiêm trọng dẫn đến di chứng hoặc tử vong.,Những nhiễm trùng này là những biến cố nghiêm trọng dẫn đến di chứng hoặc tử vong.
2191,Study of prevalance and clinical features of HBV/HCV carrier on hemodialysis and after kidney transplantation,"Nghiên cứu tỷ lệ, đặc điểm nhiễm virus viêm gan B, C ở bệnh nhân lọc máu chu kỳ và bệnh nhân sau ghép thận",Nghiên cứu tỷ lệ và đặc điểm lâm sàng nhiễm HBV/HCV trên bệnh nhân lọc máu chu kỳ và sau ghép thận,Nghiên cứu tỷ lệ và đặc điểm lâm sàng nhiễm HBV/HCV trên bệnh nhân lọc máu chu kỳ và sau ghép thận
2192,Some patients require chronic use.,Một số bệnh nhân cần dùng thuốc lâu dài.,Một số bệnh nhân cần phải sử dụng lâu dài.,Một số bệnh nhân cần phải sử dụng lâu dài.
2193,"HIV transmission is even more unlikely from transplantation of cornea, ethanol - treated and lyophilized bone, fresh-frozen bone without marrow, lyophilized tendon or fascia, or lyophilized and irradiated dura mater.","Việc lây truyền HIV thậm chí còn khó xảy ra hơn khi ghép giác mạc, xương được xử lý bằng ethanol và làm khô lạnh, xương đông lạnh không có tuỷ, dây chằng hoặc mô liên kết làm khô lạnh hoặc làm khô lạnh và chiếu xạ màng cứng.","Việc lây truyền HIV thậm chí còn khó xảy ra hơn khi ghép giác mạc, xương được xử lý bằng ethanol và đông lạnh, xương đông lạnh mà không có tuỷ, gân hoặc cân được đông lạnh, hoặc màng cứng được đông lạnh và chiếu tia xạ.","Việc lây truyền HIV thậm chí còn khó xảy ra hơn khi ghép giác mạc, xương được xử lý bằng ethanol và đông lạnh, xương đông lạnh mà không có tuỷ, gân hoặc cân được đông lạnh, hoặc màng cứng được đông lạnh và chiếu tia xạ."
2194,"Selecting criteria: Patients were excluded abnormal tumors in liver by ultrasound with Anti HCV (+) and HBsAg (-) tested to identify HCV genotype at Medicine Faculty of University of Medicine and Pharmacy, Ho Chi Minh City.","Tiêu chuẩn lựa chọn: Bệnh nhân được loại trừ khối bất thường ở gan bằng siêu âm, có Anti HCV (+) và HBsAg (-), được làm xét nghiệm xác định kiểu gen HCV tại Khoa Y Đại học Y Dược TP.HCM.",Tiêu chuẩn lựa chọn: Các bệnh nhân được loại trừ các khối u bất thường ở gan trên siêu âm với Anti HCV (+) và HBsAg (-) để xác định kiểu gen HCV tại Khoa Y Đại học Y Dược Thành phố Hồ Chí Minh.,Tiêu chuẩn lựa chọn: Các bệnh nhân được loại trừ các khối u bất thường ở gan trên siêu âm với Anti HCV (+) và HBsAg (-) để xác định kiểu gen HCV tại Khoa Y Đại học Y Dược Thành phố Hồ Chí Minh.
2195,The hopeless rates has less happened.,Tỷ lệ các tác dụng không mong muốn ít.,Tỷ lệ thất bại thấp hơn.,Tỷ lệ thất bại thấp hơn.
2196,CT is the most accurate study for detecting and localizing urinary calculi.,CT là phương pháp khảo sát chính xác nhất để phát hiện và xác định vị trí sỏi tiết niệu.,CT có độ chính xác cao nhất trong việc phát hiện và xác định vị trí sỏi niệu.,CT có độ chính xác cao nhất trong việc phát hiện và xác định vị trí sỏi niệu.
2197,"Anxiolytics and morphine are relatively contraindicated because they are associated with respiratory depression, and morphine may cause anaphylactoid reactions due to release of histamine by mast cells; these drugs may increase mortality and the need for mechanical ventilation.","Thuốc giải lo âu và morphin tương đối chống chỉ định vì chúng liên quan đến ức chế hô hấp, và morphin có thể gây phản ứng phản vệ do tế bào mast giải phóng histamin; những loại thuốc này có thể làm tăng tỷ lệ tử vong, và cần phải thở máy.","Thuốc an thần và morphin tương đối chống chỉ định vì chúng có liên quan đến tình trạng suy hô hấp, và morphin có thể gây phản ứng phản vệ do giải phóng histamine bởi các tế bào mast; những loại thuốc này có thể làm tăng tỷ lệ tử vong và nhu cầu thông khí cơ học.","Thuốc an thần và morphin tương đối chống chỉ định vì chúng có liên quan đến tình trạng suy hô hấp, và morphin có thể gây phản ứng phản vệ do giải phóng histamine bởi các tế bào mast; những loại thuốc này có thể làm tăng tỷ lệ tử vong và nhu cầu thông khí cơ học."
2198,These include Patch testing Biopsy Scrapings Examination by Wood light Tzanck testing Diascopy (See also Evaluation of the Dermatologic Patient.),Bao gồm Test áp Sinh thiết Cạo da Khám dưới đèn Wood Test tế bào Tzanck khám da bằng phiến kính (Xem thêm Đánh giá bệnh nhân da liễu.),Các phương pháp này bao gồm Xét nghiệm màng da Chọc hút sinh thiết Đánh giá bằng ánh sáng Wood Xét nghiệm Tzanck (Xem thêm Đánh giá bệnh nhân da liễu.),Các phương pháp này bao gồm Xét nghiệm màng da Chọc hút sinh thiết Đánh giá bằng ánh sáng Wood Xét nghiệm Tzanck (Xem thêm Đánh giá bệnh nhân da liễu.)
2199,"Blinded reading of MRI-detected EMVI based on a modified EMVI scoring system of Jhaveri, compared with pathologic EMVI.","Đọc mù kết quả EMVI trên MRI theo thang điểm EMVI cải biên của Jhaveri, đối chiếu với kết quả trên GPB.","Đọc mù hình ảnh cộng hưởng từ phát hiện EMVI dựa trên hệ thống tính điểm EMVI cải tiến của Jhaveri, so sánh với EMVI mô bệnh học.","Đọc mù hình ảnh cộng hưởng từ phát hiện EMVI dựa trên hệ thống tính điểm EMVI cải tiến của Jhaveri, so sánh với EMVI mô bệnh học."
2200,"Resuscitation before surgery includes: intubation, gastric tube, ventilation, acid-baze balancing, infusion, intravenous feeding, resuscitation time.","Hồi sức trước mỗ bao gồm: đặt nội khí quản, đặt sonde dạ dày, thở máy, cân bằng kiềm toan, truyền dịch, nuôi ăn tĩnh mạch, thời gian hồi sức.","Hồi sức trước phẫu thuật bao gồm: đặt nội khí quản, đặt ống dạ dày, thông khí, cân bằng axit-bazơ, truyền dịch, nuôi ăn tĩnh mạch, thời gian hồi sức.","Hồi sức trước phẫu thuật bao gồm: đặt nội khí quản, đặt ống dạ dày, thông khí, cân bằng axit-bazơ, truyền dịch, nuôi ăn tĩnh mạch, thời gian hồi sức."
2201,It is poorly localized and tends to be referred to areas corresponding to the embryonic origin of the affected structure.,Nó ít khi khu trú và có xu hướng lan tới các vùng cùng tương ứng với nguồn gốc cấu trúc phôi thai của cấu trúc bị ảnh hưởng.,Nó khu trú kém và có xu hướng di căn đến các vùng tương ứng với nguồn gốc phôi của cấu trúc bị ảnh hưởng.,Nó khu trú kém và có xu hướng di căn đến các vùng tương ứng với nguồn gốc phôi của cấu trúc bị ảnh hưởng.
2202,Most fundings for HIV / AIDS treatment will completely stop supporting ARV drugs by the end of 2018.,Hầu hết các nguồn lực tài trợ kinh phí cho việc điều trị HIV / AIDS sẽ dừng hỗ trợ hoàn toàn thuốc ARV vào cuối năm 2018.,Hầu hết các nguồn tài trợ cho điều trị HIV/AIDS sẽ ngưng hỗ trợ hoàn toàn thuốc ARV vào cuối năm 2018.,Hầu hết các nguồn tài trợ cho điều trị HIV/AIDS sẽ ngưng hỗ trợ hoàn toàn thuốc ARV vào cuối năm 2018.
2203,Investigation on the lipid metabolism tests for treatment or controlling of the usual diseases,Khảo sát tình hình chỉ định các xét nghiệm thuộc bộ mỡ trong một số bệnh thường gặp,Khảo sát các xét nghiệm về chuyển hoá lipid trong điều trị và kiểm soát các bệnh thường gặp,Khảo sát các xét nghiệm về chuyển hoá lipid trong điều trị và kiểm soát các bệnh thường gặp
2204,There are few physical problems.,Họ có một vài vấn đề về thể chất.,Có ít vấn đề về thể chất.,Có ít vấn đề về thể chất.
2205,Most of them are in the stage I and stage I.,Đa số phát hiện ở giai đoạn I và II.,Hầu hết đều ở giai đoạn I và giai đoạn I.,Hầu hết đều ở giai đoạn I và giai đoạn I.
2206,"Methods: A cross sectional study was conducted at universities in Ho Chi Minh City on 830 students was randomly assigned to three groups: Natural Sciences - Engineering, Social Sciences and the humanities, and the health sector.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu cắt ngang mô tả tại một thời điểm được tiến hành tại các trường đại học ở Thành phố Hồ Chí Minh trên 830 sinh viên được chọn ngẫu nhiên chia làm 3 nhóm ngành: Ngành Khoa học tự nhiên – Kỹ thuật, ngành khoa học Xã hội và nhân văn, và ngành Y tế.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 830 sinh viên đại học tại thành phố Hồ Chí Minh được chia ngẫu nhiên thành 3 nhóm: Khoa học tự nhiên - Kỹ thuật, Khoa học xã hội và nhân văn, Khoa học sức khoẻ.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 830 sinh viên đại học tại thành phố Hồ Chí Minh được chia ngẫu nhiên thành 3 nhóm: Khoa học tự nhiên - Kỹ thuật, Khoa học xã hội và nhân văn, Khoa học sức khoẻ."
2207,Deep vein thrombosis in acute infectious diseases,Khảo sát huyết khối tĩnh mạch sâu trên bệnh nhân nhiễm trùng cấp,Huyết khối tĩnh mạch sâu ở bệnh nhân nhiễm khuẩn cấp tính,Huyết khối tĩnh mạch sâu ở bệnh nhân nhiễm khuẩn cấp tính
2208,"Confrontation of clinical endoscopic and imaging features with pathological findings in 400 cases of fess,",Đối chiếu lâm sàng- nội soi chẩn đoán và x-quang trước mổ với kết quả giải phẫu bệnh và mức độ thuyên giảm của triệu chứng sau mổ của 400 ca mổ nội soi mũi xoang,"So sánh các đặc điểm lâm sàng, nội soi và hình ảnh học với kết quả giải phẫu bệnh trong 400 trường hợp fess,","So sánh các đặc điểm lâm sàng, nội soi và hình ảnh học với kết quả giải phẫu bệnh trong 400 trường hợp fess,"""
2209,These treatments are continued until the desired clinical response is achieved.,Các phương pháp điều trị này được tiếp tục cho đến khi đạt đáp ứng lâm sàng mong muốn.,Các phương pháp điều trị này được tiếp tục cho đến khi đáp ứng lâm sàng mong muốn được đạt được.,Các phương pháp điều trị này được tiếp tục cho đến khi đáp ứng lâm sàng mong muốn được đạt được.
2210,Contractions may be monitored by palpation or electronically.,Các cơn co tử cung có thể theo dõi bằng tay hoặc máy.,Các cơn co tử cung có thể được theo dõi bằng cách sờ nắn hoặc điện tử.,Các cơn co tử cung có thể được theo dõi bằng cách sờ nắn hoặc điện tử.
2211,Dukes classification: Stage B (49.3%) and C (35.8%).,"Phân loại Dukes: Giai đoạn B (49,3%) và C (35,8%).",Phân loại Dukes: Giai đoạn B (49.3%) và C (35.8%).,Phân loại Dukes: Giai đoạn B (49.3%) và C (35.8%).
2212,"Regurgitation developed in 91.1% (144/158) of students, which was the most common reflux symptom.","Ợ trớ là triệu chứng trào ngược thường gặp nhất chiếm 91,1% (14 4/1 58).","Trào ngược phát triển ở 91.1% (144/158) học sinh, là triệu chứng trào ngược thường gặp nhất.","Trào ngược phát triển ở 91.1% (144/158) học sinh, là triệu chứng trào ngược thường gặp nhất."
2213,Diagnosis is by blood tests.,Chẩn đoán là với xét nghiệm máu.,Chẩn đoán dựa vào xét nghiệm máu.,Chẩn đoán dựa vào xét nghiệm máu.
2214,"Symptoms and Signs of Cryptosporidiosis The incubation period for cryptosporidiosis is about 1 week, and clinical illness occurs in > 80% of infected people.",Các triệu chứng và dấu hiệu của bệnh do Cryptosporidium Thời gian ủ bệnh của bệnh do Cryptosporidium là khoảng 1 tuần và biểu hiện lâm sàng xảy ra > 80% số người mắc bệnh.,"Triệu chứng và dấu hiệu của nhiễm Cryptosporidium Thời kỳ ủ bệnh của nhiễm Cryptosporidium là khoảng 1 tuần, và bệnh lâm sàng xảy ra ở > 80% số người bị nhiễm.","Triệu chứng và dấu hiệu của nhiễm Cryptosporidium Thời kỳ ủ bệnh của nhiễm Cryptosporidium là khoảng 1 tuần, và bệnh lâm sàng xảy ra ở > 80% số người bị nhiễm."
2215,"Material and methods: Prospective and descriptive study, applying negative pressure wound therapy and epidermal growth factor to treat 34 patients with diabetic foot ulcers, severity from 2 - 5.",Chất liệu và phương pháp: Nghiên cứu tiền cứu mô tả; áp dụng liệu pháp hút áp lực âm và yếu tố tăng trưởng biểu bì để điều trị 34 bệnh nhân loét bàn chân đái tháo đường mức độ nặng từ 2-5.,"Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả tiến cứu, áp dụng liệu pháp hút áp lực âm và yếu tố tăng trưởng biểu bì để điều trị 34 bệnh nhân loét bàn chân đái tháo đường, mức độ từ 2-5.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả tiến cứu, áp dụng liệu pháp hút áp lực âm và yếu tố tăng trưởng biểu bì để điều trị 34 bệnh nhân loét bàn chân đái tháo đường, mức độ từ 2-5."
2216,Nucleophilic substitution reactions of the 4-hydroxy group and electrophylic substitution reactions at ch-acidic group in the synthesis of tetrahydropyridocarbazolone derivatives,Phản ứng thế ái nhân nhóm 4-hydroxy và phản ứng thế ái điện tử tại nhóm ch axít trong tổng hợp các dẫn chất tetrahydropyridocarbazolones,Phản ứng thay thế nhóm nucleophilic của nhóm 4-hydroxy và phản ứng thay thế nhóm electrophilic của nhóm ch-acidic trong tổng hợp các dẫn xuất tetrahydropyridocarbazolone,“Phản ứng thay thế nhóm nucleophilic của nhóm 4-hydroxy và phản ứng thay thế nhóm electrophilic của nhóm ch-acidic trong tổng hợp các dẫn xuất tetrahydropyridocarbazolone ”
2217,Investigating characteristics of retinopathy using digital retinography system among diabetes in Vietnam,Nghiên cứu đặc điểm tổn thương võng mạc mắt của bệnh nhân đái tháo đường typ 2 bằng máy chụp võng mạc kỹ thuật số DRS,Khảo sát đặc điểm bệnh võng mạc trên bệnh nhân đái tháo đường tại Việt Nam,Khảo sát đặc điểm bệnh võng mạc trên bệnh nhân đái tháo đường tại Việt Nam
2218,"Background and Aims: According the survey of Vietnamese Intestinal Association, 70% Vietnamese people have subjected the incidence of gastric pain and gastric ulcer rate is approximate 26% in gastrointestinal diseases.","Tình hình chung và mục tiêu nghiên cứu: Theo điều tra của Hội Khoa học Tiêu hoá Việt Nam, 70% người Việt có nguy cơ bị đau dạ dày và viêm loét dạ dày chiếm khoảng 26% các bệnh ở đường tiêu hoá.","Đặt vấn đề và mục tiêu nghiên cứu: Theo khảo sát của Hiệp hội Tiêu hoá Việt Nam, 70% người Việt Nam có biểu hiện đau bụng và bệnh loét dạ dày-tá tràng chiếm khoảng 26% trong các bệnh lý đường tiêu hoá.","Đặt vấn đề và mục tiêu nghiên cứu: Theo khảo sát của Hiệp hội Tiêu hoá Việt Nam, 70% người Việt Nam có biểu hiện đau bụng và bệnh loét dạ dày-tá tràng chiếm khoảng 26% trong các bệnh lý đường tiêu hoá."
2219,Background: Sepsis is a major public health concern.,"Đặt vấn đề: Nhiễm khuẩn huyết là một vấn đề y tế cộng đồng quan trọng {Singer, 2016 # 10; Mancini, 2010 # 298}.",Đặt vấn đề: Nhiễm khuẩn huyết (NKH) là vấn đề sức khoẻ cộng đồng quan trọng.,Đặt vấn đề: Nhiễm khuẩn huyết (NKH) là vấn đề sức khoẻ cộng đồng quan trọng.
2220,"Encouraging exercise in the daytime, avoiding scary television programs and movies, and refusing to allow bedtime to become an element of manipulation can also help prevent sleep problems.","Khuyến khích tập thể dục vào ban ngày, tránh các chương trình truyền hình và phim ảnh đáng sợ, không cho phép trẻ mặc cả thời gian đi ngủ cũng có thể giúp ngăn ngừa các vấn đề về giấc ngủ.","Khuyến khích tập thể dục vào ban ngày, tránh xem các chương trình truyền hình gây sợ hãi và phim ảnh, và không cho phép giờ đi ngủ trở thành một phần của sự lừa gạt cũng có thể giúp ngăn ngừa các vấn đề về giấc ngủ.","Khuyến khích tập thể dục vào ban ngày, tránh xem các chương trình truyền hình gây sợ hãi và phim ảnh, và không cho phép giờ đi ngủ trở thành một phần của sự lừa gạt cũng có thể giúp ngăn ngừa các vấn đề về giấc ngủ."
2221,"- Advantages: Extensive nodal dissect ion in the mediastinum, abdomen and neck; high resection of the esophagus ensures safety of 6 the resection surface, cervical anastomosis is easy for anastomotic leak revision, if any, and lowers the rate of reflux.","- Ưu điểm: Vét hạch rộng ở trung thất, bụng và cổ; cắt TQ tương đối cao đảm bảo an toàn về diện cắt, miệng nối được thực hiện ở cổ: dễ xử lý khi xảy ra rò miệng nối, tỷ lệ trào ngược thấp hơn.","Ưu điểm: Phẫu tích rộng các hạch trong trung thất, bụng và cổ; cắt rộng thực quản đảm bảo độ an toàn của mặt cắt, nối thực quản cổ dễ dàng cho sửa chữa rò nếu có và giảm nguy cơ trào ngược.","Ưu điểm: Phẫu tích rộng các hạch trong trung thất, bụng và cổ; cắt rộng thực quản đảm bảo độ an toàn của mặt cắt, nối thực quản cổ dễ dàng cho sửa chữa rò nếu có và giảm nguy cơ trào ngược."
2222,"Materials and methods: A cross-sectional descriptive study, included 40 patients, under 16 years old, diagnosed with AOM, treated at the Department of Otolaryngology in E Hospital from 2019 September to 2020 April.","Đối tượng và Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang gồm 40 bệnh nhân dưới 16 tuổi, được chẩn đoán VTGC, được điều trị tại khoa Tai Mũi Họng của Bệnh viện E từ tháng 9/2019 đến 4/2020.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, gồm 40 bệnh nhân, dưới 16 tuổi, được chẩn đoán viêm tai giữa cấp, điều trị tại khoa Tai Mũi Họng bệnh viện E từ tháng 9/2019 đến tháng 4/2020.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang, gồm 40 bệnh nhân, dưới 16 tuổi, được chẩn đoán viêm tai giữa cấp, điều trị tại khoa Tai Mũi Họng bệnh viện E từ tháng 9/2019 đến tháng 4/2020."
2223,The entomological survey showed that there were the present of 2 main vectors (An. minimus and An. dirus).,Thu thập được 2 vectơ chính là An.minimus và An.dirus.,Kết quả điều tra dịch tễ cho thấy có 2 véc tơ chính là An. minimus và An. dirus.,Kết quả điều tra dịch tễ cho thấy có 2 véc tơ chính là An.minimus và An.dirus.
2224,Hypoglycemic effect and several Hypoglycemic mechanism of Andiabet in experimental.,Về tác dụng và cơ chế tác dụng hạ glucose máu của viên Andiabet.,Hiệu quả hạ đường huyết và một số cơ chế hạ đường huyết của Andiabet trên thực nghiệm.,Hiệu quả hạ đường huyết và một số cơ chế hạ đường huyết của Andiabet trên thực nghiệm.
2225,"Urea, triglycerid, GOT, GPT increased after treatment, but no patient had to stop the drug.","Urê, triglycerid, GOT, GPT tăng lên sau điều, tuy nhiên không bệnh nhân nào phải dừng thuốc.","Urea, triglycerid, GOT, GPT tăng sau điều trị, nhưng không có bệnh nhân nào phải ngưng thuốc.","Urea, triglycerid, GOT, GPT tăng sau điều trị, nhưng không có bệnh nhân nào phải ngưng thuốc."
2226,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome conceived through assisted reproductive technology,Nguy cơ đái tháo đường thai kỳ ở phụ nữ hội chứng buồng trứng đa nang có thai từ kỹ thuật hỗ trợ sinh sản,Nguy cơ mắc bệnh đái tháo đường thai kỳ ở phụ nữ hội chứng buồng trứng đa nang có thai nhờ kỹ thuật hỗ trợ sinh sản,Nguy cơ mắc bệnh đái tháo đường thai kỳ ở phụ nữ hội chứng buồng trứng đa nang có thai nhờ kỹ thuật hỗ trợ sinh sản
2227,"The surgical procedure consisted of simple suture (n=2), duodenostomy and gastro-jejunostomy (n=2): suture + pyloric obstruction + gastro (n=4), suture + derivation by double sonde + jejunostomy (n= 8), duodenostomy + derivation by double sonde + jejunostomy (n=2).","Phẫu thuật bao gồm: khâu tá tràng đơn giản 2 ca, khâu tá tràng + dẫn lưu tá tràng và nối vị tràng 2 ca, khâu tá tràng + khâu bít môn vị và nối vị tràng 4 ca, khâu tá tràng + dẫn luu hai sonde + mở thông hỗng tràng 8 ca, khâu tá tràng + dẫn lưu tá tràng 2 sonde + mở hỗng tràng nuôi ăn 2 ca.","Phương pháp phẫu thuật bao gồm khâu đơn thuần (n= 2), mở tá tràng nối với hỗng tràng (n= 2): khâu + tắc tá tràng + nối hỗng tràng (n= 4), khâu + dẫn lưu hỗng tràng bằng 2 sonde + nối hỗng tràng (n= 8), khâu + dẫn lưu hỗng tràng bằng 2 sonde + nối hỗng tràng (n= 2).","Phương pháp phẫu thuật bao gồm khâu đơn thuần (n= 2), mở tá tràng nối với hỗng tràng (n= 2): khâu + tắc tá tràng + nối hỗng tràng (n= 4), khâu + dẫn lưu hỗng tràng bằng 2 sonde + nối hỗng tràng (n= 8), khâu + dẫn lưu hỗng tràng bằng 2 sonde + nối hỗng tràng (n= 2)."
2228,"Keywords: Analgesia during labor, side effects, ropivacaine, bupivacaine.","Từ khoá: Giảm đau trong chuyển dạ, tác dụng không mong muốn, ropivacain, bupivacain.","Từ khoá: Giảm đau trong chuyển dạ, tác dụng phụ, ropivacain, bupivacain.","Từ khoá: Giảm đau trong chuyển dạ, tác dụng phụ, ropivacain, bupivacain."
2229,"PWS was common location on the head and neck, accounts for about 80%.",Vị trí bị u mạch phẳng thường gặp là vùng đầu mặt cổ chiếm khoảng 80%.,"PWS thường gặp ở đầu và cổ, chiếm khoảng 80%.","PWS thường gặp ở đầu và cổ, chiếm khoảng 80%."
2230,Duration of the intervention: 125 ± 14.5 minutes.,"Thời gian mổ trung bình 125,16 ± 14,5 phút.",Thời gian can thiệp: 125 +/- 14.5 phút.,Thời gian can thiệp: 125 +/- 14.5 phút.
2231,"Ki-67 positivity in non-neoplastic livers tissue with liver cell dysplasia was found to be significantly higher than without liver cell dysplasia (14, 6% vs 5, 9%, p=0, 015).","Biểu biện Ki-67 trong chủ mô gan có tình trạng nghịch sản tế bào gan cao hơn nhiều so với biểu biện Ki-67 trong chủ mô gan không có tình trạng nghịch sản tế bào gan (14,6% so với 5,9%, sự khác biệt này có ý nghĩa thống kê với p= 0,015).","Ki-67 dương tính ở mô gan không u có loạn sản tế bào gan cao hơn có ý nghĩa so với mô gan không u không có loạn sản tế bào gan (14.6% so với 5.9%, p= 0.015).","Ki-67 dương tính ở mô gan không u có loạn sản tế bào gan cao hơn có ý nghĩa so với mô gan không u không có loạn sản tế bào gan (14.6% so với 5.9%, p= 0.015)."
2232,"It can be easily seen that during the Covid-19 epidemic, the application of 4.0 technology makes medical declaration faster and more convenient.","Có thể dễ dàng nhận thấy trong đợt dịch COVID-19, ứng dụng công nghệ 4.0 giúp cho việc khai báo y tế trở nên nhanh chóng và thuận tiện hơn.","Chúng ta có thể dễ dàng thấy rằng trong đại dịch Covid-19, việc ứng dụng công nghệ 4.0 đã làm cho việc khai báo y tế nhanh hơn và thuận tiện hơn.","Chúng ta có thể dễ dàng thấy rằng trong đại dịch Covid-19, việc ứng dụng công nghệ 4.0 đã làm cho việc khai báo y tế nhanh hơn và thuận tiện hơn."
2233,"Mean UST was 18.1 ± 5.3 sec (OT) and 20.23 ± 4.2 sec (US), p< 0.05, mean CDE was 7.03 ± 5.1 (OT) and 9.16 ± 4.6 (US), p< 0.05.","Thời gian tán nhân trung bình là 18,1 ± 5,3 giây (OT) và 20,23 ± 4,2 giây (US) với p < 0,05, CDE trung bình là 7,03 ± 5,1 (OT) và 9,16 ± 4,6 (US), với p < 0,05.","Thời gian trung bình UST là 18.1 +/- 5.3 giây (OT) và 20.23 +/- 4.2 giây (US), p < 0.05, thời gian trung bình CDE là 7.03 +/- 5.1 giây (OT) và 9.16 +/- 4.6 giây (US), p < 0.05.","Thời gian trung bình UST là 18.1 +/- 5.3 giây (OT) và 20.23 +/- 4.2 giây (US), p < 0.05, thời gian trung bình CDE là 7.03 +/- 5.1 giây (OT) và 9.16 +/- 4.6 giây (US), p < 0.05."
2234,"Evaluation of serum calcium, phosphorus and parathyroid hormone in hemodialysis and continuous ambulatory peritoneal dialysis patient in binh dan hospital","Khảo sát nồng độ canxi, phospho, hormon tuyến cận giáp ở bệnh nhân bệnh thận mạn lọc máu chu kỳ và lọc màng bụng liên tục ngoại trú tại bệnh viện bình dân","Đánh giá nồng độ canxi, phospho và hormone tuyến cận giáp ở bệnh nhân lọc máu chu kỳ và thẩm tách phúc mạc liên tục tại bệnh viện bình dân","Đánh giá nồng độ canxi, phospho và hormone tuyến cận giáp ở bệnh nhân lọc máu chu kỳ và thẩm tách phúc mạc liên tục tại bệnh viện bình dân"
